Found 1892 lines with potential untranslated hardcoded Spanish:
components\Auth\LoginComponent.jsx:42 -> Contraseña es requerida | Context: newErrors.password = uiText(i18n, "Contraseña es requerida", "Password is required");
utils\runtimeCopy.js:563 -> No se pudieron cargar los expedientes del pipeline. | Context: "No se pudieron cargar los expedientes del pipeline.": "Pipeline files could not be loaded.",
utils\runtimeCopy.js:568 -> Otorgante identificado para revision institucional. | Context: "Otorgante identificado para revision institucional.": "Funding provider identified for institutional review.",
utils\runtimeCopy.js:569 -> Pendiente validacion de usuario autorizado. | Context: "Pendiente validacion de usuario autorizado.": "Authorized-user validation pending.",
utils\runtimeCopy.js:571 -> Puede documentarse para comite interno. | Context: "Puede documentarse para comite interno.": "May be documented for internal committee.",
utils\runtimeCopy.js:574 -> Contacto aprobado por solicitante/NSD. | Context: "Contacto aprobado por solicitante/NSD.": "Contact approved by applicant/NSD.",
utils\runtimeCopy.js:575 -> Solicitud enviada; pendiente de autorizacion del solicitante/NSD. | Context: "Solicitud enviada; pendiente de autorizacion del solicitante/NSD.": "Request sent; pending applicant/NSD authorization.",
utils\runtimeCopy.js:576 -> Listo para solicitar contacto formal con trazabilidad NSD. | Context: "Listo para solicitar contacto formal con trazabilidad NSD.": "Ready to request formal contact with NSD traceability.",
utils\runtimeCopy.js:579 -> Validar alertas antes de avanzar. | Context: "Validar alertas antes de avanzar.": "Validate alerts before moving forward.",
utils\runtimeCopy.js:580 -> Perfil listo para lectura ejecutiva. | Context: "Perfil listo para lectura ejecutiva.": "Profile ready for executive review.",
utils\runtimeCopy.js:583 -> En comite interno del otorgante. | Context: "En comite interno del otorgante.": "In the funding provider's internal committee.",
utils\runtimeCopy.js:586 -> Term sheet marcado para seguimiento. | Context: "Term sheet marcado para seguimiento.": "Term sheet marked for follow-up.",
utils\runtimeCopy.js:587 -> Pendiente de oferta o cierre. | Context: "Pendiente de oferta o cierre.": "Pending offer or closing.",
utils\runtimeCopy.js:588 -> Apto para revision institucional inicial. | Context: "Apto para revision institucional inicial.": "Suitable for initial institutional review.",
utils\runtimeCopy.js:590 -> Requiere fortalecimiento antes de comite. | Context: "Requiere fortalecimiento antes de comite.": "Requires strengthening before committee.",
utils\runtimeCopy.js:592 -> Solicitante NSD | Context: "Solicitante NSD": "NSD Applicant",
utils\runtimeCopy.js:594 -> Por definir | Context: "Por definir": "To Be Defined",
utils\runtimeCopy.js:597 -> Riesgo alto: revisar alertas, faltantes y consistencia. | Context: "Riesgo alto: revisar alertas, faltantes y consistencia.": "High risk: review alerts, gaps and consistency.",
utils\runtimeCopy.js:598 -> Sin alertas criticas en lectura preliminar. | Context: "Sin alertas criticas en lectura preliminar.": "No critical alerts in preliminary review.",
utils\runtimeCopy.js:605 -> Expediente apto para comite o propuesta indicativa. | Context: "Expediente apto para comite o propuesta indicativa.": "File suitable for committee or indicative proposal.",
utils\runtimeCopy.js:607 -> No conviene pasar a comite sin subsanar alertas. | Context: "No conviene pasar a comite sin subsanar alertas.": "Should not move to committee without remediating alerts.",
utils\runtimeCopy.js:608 -> Documentos organizados por carpeta, acceso y trazabilidad NSD. | Context: "Documentos organizados por carpeta, acceso y trazabilidad NSD.": "Documents organized by folder, access and NSD traceability.",
utils\runtimeCopy.js:609 -> Hay requerimientos abiertos para el solicitante. | Context: "Hay requerimientos abiertos para el solicitante.": "There are open requests for the applicant.",
utils\runtimeCopy.js:616 -> 1. Tesis y uso de fondos | Context: "1. Tesis y uso de fondos": "1. Thesis and Use of Funds",
utils\runtimeCopy.js:633 -> Cumplimiento, credito y revision inteligente de expedientes | Context: "Cumplimiento, credito y revision inteligente de expedientes": "Compliance, Credit and Intelligent File Review",
utils\runtimeCopy.js:634 -> NSD integra tecnologia SaaS, agentes de IA y servicios profesionales para que solicitantes lleguen mejor\n            preparados ante entidades financieras, y para que otorgantes revisen expedientes con mayor certeza documental,\n            antifraude, legal y operativa. | Context: "NSD integra tecnologia SaaS, agentes de IA y servicios profesionales para que solicitantes lleguen mejor\n            preparados ante entidades financieras, y para que otorgantes revisen expedientes con mayor certeza documental,\n            antifraude, legal y operativa.": "NSD integrates SaaS technology, AI agents and professional services so applicants arrive better prepared before financial institutions, and funding providers review files with stronger documentary, anti-fraud, legal and operational certainty.",
utils\runtimeCopy.js:636 -> MAS USADO | Context: "MAS USADO": "MOST USED",
utils\runtimeCopy.js:637 -> Preparamos tu empresa o proyecto para credito, capital, inversion o fondeo | Context: "Preparamos tu empresa o proyecto para credito, capital, inversion o fondeo": "We prepare your company or project for credit, capital, investment or institutional funding",
utils\runtimeCopy.js:638 -> Business plan, analisis financiero, pitch deck, data room y expediente documental preparado para revision\n            con IA, cumplimiento y entidades financieras. | Context: "Business plan, analisis financiero, pitch deck, data room y expediente documental preparado para revision\n            con IA, cumplimiento y entidades financieras.": "Business plan, financial analysis, pitch deck, data room and documentary file prepared for review with AI, compliance criteria and financial institutions.",
utils\runtimeCopy.js:641 -> Listo para preparar un expediente revisable? | Context: "Listo para preparar un expediente revisable?": "Ready to prepare a reviewable file?",
utils\runtimeCopy.js:642 -> Nuestro equipo revisara tu caso, definira los documentos necesarios y te ayudara a preparar una solicitud\n            mas clara para entidades financieras o aliados de capital. | Context: "Nuestro equipo revisara tu caso, definira los documentos necesarios y te ayudara a preparar una solicitud\n            mas clara para entidades financieras o aliados de capital.": "Our team will review your case, define the required documents and help you prepare a clearer application for financial institutions or capital partners.",
utils\runtimeCopy.js:645 -> Subir proyecto y analizarlo con IA | Context: "Subir proyecto y analizarlo con IA": "Upload Project and Analyze It with AI",
utils\runtimeCopy.js:646 -> Carga la información base del proyecto, arma el data room y usa agentes IA para revisar viabilidad, faltantes, requisitos de otorgantes y preparación para financiamiento. | Context: "Carga la información base del proyecto, arma el data room y usa agentes IA para revisar viabilidad, faltantes, requisitos de otorgantes y preparación para financiamiento.": "Enter the project baseline information, assemble the data room and use AI agents to review feasibility, gaps, funding-provider requirements and financing readiness.",
utils\runtimeCopy.js:647 -> Información del proyecto | Context: "Información del proyecto": "Project Information",
utils\runtimeCopy.js:648 -> Tecnología / Startup | Context: "Tecnología / Startup": "Technology / Startup",
utils\runtimeCopy.js:650 -> Analizar proyecto con IA | Context: "Analizar proyecto con IA": "Analyze Project with AI",
utils\runtimeCopy.js:651 -> Data room del proyecto | Context: "Data room del proyecto": "Project Data Room",
utils\runtimeCopy.js:653 -> Diagnostico de estructura | Context: "Diagnostico de estructura": "Structure Diagnosis",
utils\runtimeCopy.js:654 -> Como llegaria a un otorgante | Context: "Como llegaria a un otorgante": "How It Would Reach a Funding Provider",
utils\runtimeCopy.js:655 -> Lo que probablemente pedira el otorgante | Context: "Lo que probablemente pedira el otorgante": "What the Funding Provider Will Likely Request",
utils\runtimeCopy.js:659 -> Antes de compartir con otorgantes | Context: "Antes de compartir con otorgantes": "Before Sharing with Funding Providers",
utils\runtimeCopy.js:660 -> Checklist de preparacion institucional | Context: "Checklist de preparacion institucional": "Institutional Readiness Checklist",
utils\runtimeCopy.js:662 -> Plan de subsanacion sugerido | Context: "Plan de subsanacion sugerido": "Suggested Remediation Plan",
utils\runtimeCopy.js:665 -> Revisa expedientes preparados por NSD IF, con score financiero, cumplimiento, documentos clave y estado de negociacion. | Context: "Revisa expedientes preparados por NSD IF, con score financiero, cumplimiento, documentos clave y estado de negociacion.": "Review files prepared by NSD IF, with financial score, compliance status, key documents and negotiation stage.",
utils\runtimeCopy.js:666 -> Modelo de colaboracion Fase 7 | Context: "Modelo de colaboracion Fase 7": "Phase 7 Collaboration Model",
utils\runtimeCopy.js:668 -> Acceso para otorgantes piloto con NDA, usuarios autorizados, bitacora y evidencia organizada antes de contacto formal. | Context: "Acceso para otorgantes piloto con NDA, usuarios autorizados, bitacora y evidencia organizada antes de contacto formal.": "Access for pilot funding providers with NDA, authorized users, audit log and organized evidence before formal contact.",
utils\runtimeCopy.js:670 -> Checklist operativo para declarar otorgantes como MVP revisable. | Context: "Checklist operativo para declarar otorgantes como MVP revisable.": "Operational checklist to declare funding-provider access as reviewable MVP.",
utils\runtimeCopy.js:671 -> Perfil de apetito institucional | Context: "Perfil de apetito institucional": "Institutional Risk Appetite Profile",
utils\runtimeCopy.js:672 -> Filtra oportunidades por sector, region, monto, estructura, preparacion, riesgo y score minimo. | Context: "Filtra oportunidades por sector, region, monto, estructura, preparacion, riesgo y score minimo.": "Filter opportunities by sector, region, amount, structure, readiness, risk and minimum score.",
utils\runtimeCopy.js:679 -> Proyectos de interes | Context: "Proyectos de interes": "Projects of Interest",
utils\runtimeCopy.js:682 -> No hay expedientes para este filtro. | Context: "No hay expedientes para este filtro.": "No files match this filter.",
utils\runtimeCopy.js:683 -> Reporte ejecutivo para otorgante | Context: "Reporte ejecutivo para otorgante": "Executive Report for Funding Provider",
utils\runtimeCopy.js:696 -> Uso de fondos pendiente de confirmar | Context: "Uso de fondos pendiente de confirmar": "Use of funds pending confirmation",
utils\runtimeCopy.js:697 -> Riesgo | Context: "Riesgo": "Risk",
utils\runtimeCopy.js:703 -> Comite | Context: "Comite": "Committee",
utils\runtimeCopy.js:704 -> Memo de comite | Context: "Memo de comite": "Committee Memo",
utils\runtimeCopy.js:706 -> Lectura rapida para decidir si se revisa, se condiciona o se pausa. | Context: "Lectura rapida para decidir si se revisa, se condiciona o se pausa.": "Quick read to decide whether to review, condition or pause.",
utils\runtimeCopy.js:708 -> Flujo de oportunidad | Context: "Flujo de oportunidad": "Opportunity Flow",
utils\runtimeCopy.js:709 -> De triage a term sheet con trazabilidad institucional. | Context: "De triage a term sheet con trazabilidad institucional.": "From triage to term sheet with institutional traceability.",
utils\runtimeCopy.js:710 -> Pasar a comite | Context: "Pasar a comite": "Move to Committee",
utils\runtimeCopy.js:712 -> Ficha de cumplimiento | Context: "Ficha de cumplimiento": "Compliance Brief",
utils\runtimeCopy.js:713 -> NSD no autoriza credito. Presenta evidencia, score, alertas y contexto para que el otorgante aplique su politica interna. | Context: "NSD no autoriza credito. Presenta evidencia, score, alertas y contexto para que el otorgante aplique su politica interna.": "NSD does not approve credit. It presents evidence, scores, alerts and context so the funding provider can apply its internal policy.",
